NumRoom,Price,NumBathroom,NumParkingSpots,BuildingArea,Suburb_encoded,TypeOfHome_encoded
2,502000.0,1.0,1.0,77.0,58,2
2,620000.0,1.0,1.0,77.53939266078314,58,0
5,2000000.0,3.0,2.0,312.956708226713,58,0
3,591000.0,1.0,1.0,89.0,58,2
5,2608000.0,2.0,4.0,3112.0,58,0
3,1780000.0,1.0,1.0,133.0,58,0
3,2250000.0,2.0,2.0,225.0,58,0
2,895000.0,1.0,1.0,95.0,58,0
3,1800000.0,2.0,0.0,213.0,58,0
4,1400000.0,0.0,0.0,133.43093429482587,58,0
2,693000.0,1.0,1.0,77.53939266078314,58,2
2,900000.0,1.0,1.0,88.0,58,2
5,2700000.0,3.0,2.0,317.0,58,0
2,530000.0,1.0,1.0,76.0,58,2
2,805000.0,2.0,2.0,120.8479649793162,58,2
4,2228000.0,2.0,2.0,163.0,58,0
3,930000.0,2.0,2.0,170.4480219556041,58,1
2,590000.0,1.0,1.0,77.53939266078314,58,2
4,4760000.0,2.0,2.0,220.04807893189198,58,0
3,1602500.0,1.0,1.0,102.0,58,0
3,1515000.0,2.0,2.0,170.4480219556041,58,1
2,1800000.0,1.0,4.0,77.53939266078314,58,0
2,530000.0,1.0,1.0,77.53939266078314,58,2
2,558000.0,1.0,1.0,77.53939266078314,58,2
2,1185000.0,2.0,2.0,120.8479649793162,58,0
3,2177000.0,1.0,2.0,130.0,58,0
3,2155000.0,1.0,1.0,127.13944963707104,58,0
3,3400000.0,2.0,4.0,146.0,58,0
2,1470000.0,1.0,2.0,77.53939266078314,58,0
2,820000.0,1.0,1.0,77.53939266078314,58,2
3,2105000.0,1.0,2.0,164.0,58,0
3,1625000.0,2.0,2.0,160.0,58,1
3,1750000.0,2.0,3.0,170.4480219556041,58,0
3,3300000.0,3.0,2.0,220.0,58,0
2,667000.0,1.0,1.0,81.0,58,2
5,2800000.0,3.0,2.0,312.956708226713,58,0
2,1175000.0,1.0,1.0,77.53939266078314,58,0
2,775000.0,2.0,1.0,120.8479649793162,58,1
3,2220000.0,2.0,2.0,170.4480219556041,58,0
4,2015000.0,1.0,4.0,145.0,58,0
2,700000.0,1.0,1.0,75.0,58,2
3,1700000.0,1.0,1.0,127.13944963707104,58,0
4,3225000.0,3.0,1.0,270.0,58,0
2,810000.0,1.0,1.0,77.53939266078314,58,2
5,3320000.0,4.0,2.0,407.0,58,0
5,2125000.0,3.0,2.0,282.0,58,0
4,2030000.0,2.0,2.0,210.0,58,0
4,2750000.0,3.0,1.0,257.0,58,0
4,2000000.0,3.0,4.0,271.0,58,0
2,706000.0,1.0,1.0,77.53939266078314,58,0
5,2250000.0,5.0,1.0,453.0,58,0
5,2740000.0,2.0,2.0,363.0,58,0
4,2950000.0,2.0,2.0,215.0,60,0
3,1587500.0,1.0,1.0,130.0,60,0
4,1550000.0,2.0,4.0,232.0,60,1
2,765000.0,1.0,1.0,77.53939266078314,60,0
2,830000.0,1.0,1.0,83.0,60,2
4,2375000.0,2.0,1.0,229.0,60,0
5,2900000.0,2.0,2.0,297.0,60,0
3,2200000.0,3.0,2.0,148.0,60,0
4,2620000.0,1.0,1.0,235.0,60,0
2,1305000.0,1.0,1.0,104.0,60,0
4,4350000.0,3.0,3.0,263.356651250425,60,0
3,928000.0,2.0,1.0,140.0,60,0
5,2930000.0,3.0,4.0,222.0,60,0
4,2950000.0,2.0,3.0,173.0,60,0
4,3800000.0,1.0,1.0,176.73950661335894,60,0
2,722000.0,1.0,1.0,92.0,60,2
5,2350000.0,2.0,4.0,282.0,60,0
3,1680000.0,2.0,2.0,170.4480219556041,60,1
3,1640000.0,3.0,2.0,207.0,60,0
3,1680000.0,2.0,1.0,197.0,60,0
5,3550000.0,4.0,4.0,427.0,60,0
3,1385000.0,1.0,1.0,127.13944963707104,60,0
4,3400000.0,1.0,4.0,411.0,60,0
2,690500.0,1.0,1.0,77.53939266078314,60,2
3,1850000.0,2.0,2.0,216.0,60,0
2,736000.0,1.0,2.0,77.53939266078314,60,2
3,1843000.0,2.0,2.0,170.4480219556041,60,1
2,685000.0,1.0,1.0,77.53939266078314,60,2
2,1800000.0,1.0,3.0,77.53939266078314,60,0
3,1800000.0,2.0,2.0,170.4480219556041,60,0
4,3145000.0,2.0,2.0,276.0,60,0
4,1742000.0,2.0,2.0,220.04807893189198,60,1
4,1420000.0,2.0,2.0,220.04807893189198,60,1
2,1016000.0,1.0,2.0,77.53939266078314,60,2
3,1330000.0,1.0,1.0,127.13944963707104,62,0
3,1540000.0,1.0,0.0,127.13944963707104,62,0
4,1425000.0,3.0,0.0,130.0,62,0
2,1725000.0,1.0,1.0,77.53939266078314,62,0
3,1280000.0,1.0,0.0,127.13944963707104,62,0
3,2950000.0,1.0,2.0,164.0,62,0
4,2175000.0,1.0,0.0,163.0,62,0
2,765000.0,1.0,1.0,77.53939266078314,62,1
2,800000.0,1.0,1.0,104.0,62,0
2,1301000.0,1.0,0.0,77.53939266078314,62,0
4,2718000.0,2.0,0.0,142.0,62,0
1,468000.0,1.0,1.0,27.939335684495248,62,2
2,2400000.0,2.0,0.0,172.0,62,0
3,2210000.0,2.0,1.0,170.4480219556041,62,0
2,1330000.0,1.0,0.0,77.53939266078314,62,0
4,2520000.0,2.0,2.0,168.0,62,0
3,1214000.0,3.0,1.0,213.75659427413714,62,0
3,1955000.0,2.0,1.0,135.0,62,0
1,390000.0,1.0,1.0,27.939335684495248,62,2
1,885000.0,1.0,0.0,27.939335684495248,62,0
3,2050000.0,2.0,0.0,148.0,62,0
2,910000.0,1.0,1.0,77.53939266078314,62,0
2,880000.0,1.0,0.0,77.53939266078314,62,0
4,1950000.0,2.0,2.0,162.0,62,0
3,1280000.0,1.0,1.0,127.13944963707104,62,0
1,437000.0,1.0,1.0,56.0,62,2
2,1150000.0,1.0,2.0,77.53939266078314,62,0
2,520000.0,1.0,1.0,86.0,62,2
2,570000.0,1.0,1.0,76.0,62,2
3,820000.0,1.0,2.0,96.0,63,2
2,795000.0,2.0,1.0,104.0,63,1
2,600000.0,1.0,1.0,61.0,63,2
3,1295000.0,1.0,2.0,166.0,63,0
4,1275000.0,2.0,0.0,220.04807893189198,63,0
3,1620000.0,1.0,1.0,127.13944963707104,63,0
2,510000.0,1.0,1.0,69.0,63,2
1,255000.0,1.0,1.0,27.939335684495248,63,2
2,890000.0,1.0,1.0,111.0,63,0
1,346000.0,1.0,1.0,48.0,63,2
3,860000.0,2.0,1.0,113.0,63,1
2,586000.0,1.0,1.0,77.53939266078314,63,2
2,772000.0,1.0,2.0,100.0,63,2
4,1506000.0,2.0,2.0,204.0,63,0
3,675000.0,2.0,1.0,107.0,63,1
2,525000.0,1.0,2.0,67.0,63,2
1,290000.0,1.0,1.0,50.0,63,2
1,363000.0,1.0,1.0,27.939335684495248,63,2
2,360000.0,1.0,1.0,70.0,63,2
2,967500.0,1.0,2.0,115.0,63,0
2,1350000.0,2.0,2.0,120.8479649793162,63,0
2,516000.0,1.0,1.0,77.53939266078314,63,2
1,330000.0,1.0,1.0,33.0,63,2
3,1600000.0,2.0,2.0,40.0,63,0
3,1170000.0,1.0,2.0,127.13944963707104,63,0
1,260000.0,1.0,1.0,27.939335684495248,63,2
3,1008000.0,2.0,1.0,130.0,63,2
2,625000.0,1.0,1.0,77.53939266078314,63,2
2,700000.0,2.0,1.0,120.8479649793162,63,1
2,545000.0,1.0,1.0,77.53939266078314,63,2
3,1170000.0,1.0,2.0,170.0,63,2
4,1830000.0,2.0,2.0,237.0,63,0
1,250000.0,1.0,1.0,34.0,63,2
2,930000.0,2.0,1.0,170.0,63,1
2,465000.0,1.0,1.0,56.0,63,2
3,1646000.0,2.0,2.0,170.4480219556041,63,0
2,460000.0,1.0,1.0,77.53939266078314,63,2
4,1550000.0,2.0,2.0,133.0,63,0
2,707000.0,1.0,1.0,96.0,63,1
2,804000.0,2.0,1.0,86.0,63,2
3,1200000.0,2.0,1.0,170.4480219556041,63,0
4,1501000.0,2.0,1.0,201.0,63,0
3,950000.0,1.0,1.0,127.13944963707104,63,0
3,970000.0,2.0,2.0,223.0,63,1
1,345000.0,1.0,1.0,27.939335684495248,63,2
2,817500.0,1.0,1.0,102.0,63,0
4,1450000.0,2.0,2.0,200.0,63,0
3,1000000.0,2.0,1.0,170.4480219556041,63,0
2,855000.0,1.0,1.0,106.0,63,1
2,675000.0,1.0,1.0,90.0,63,0
2,588000.0,1.0,1.0,71.0,63,2
2,455000.0,1.0,1.0,73.0,63,2
3,602500.0,1.0,2.0,127.13944963707104,63,2
2,662000.0,2.0,1.0,120.8479649793162,63,2
3,1420000.0,2.0,2.0,170.4480219556041,63,0
3,920000.0,2.0,1.0,250.0,63,2
3,1287000.0,1.0,1.0,127.13944963707104,63,0
2,656000.0,1.0,1.0,82.0,63,2
2,930000.0,1.0,1.0,110.0,63,0
2,415000.0,1.0,1.0,64.0,63,2
2,650000.0,1.0,1.0,80.0,63,2
3,1360000.0,2.0,2.0,182.0,63,0
2,380000.0,1.0,1.0,77.53939266078314,63,2
2,765000.0,1.0,1.0,77.53939266078314,63,2
4,1423000.0,3.0,4.0,263.356651250425,63,0
5,1900000.0,3.0,1.0,312.956708226713,63,0
2,907000.0,1.0,2.0,2.0,63,0
1,350000.0,1.0,1.0,53.0,63,2
3,1430000.0,2.0,2.0,166.0,63,0
2,983500.0,1.0,1.0,77.53939266078314,63,2
3,1490000.0,2.0,1.0,167.0,63,0
2,572000.0,2.0,1.0,120.8479649793162,63,2
3,990000.0,2.0,2.0,170.4480219556041,63,0
4,1100000.0,3.0,2.0,263.356651250425,63,1
3,1125000.0,1.0,1.0,120.0,63,0
2,601000.0,1.0,1.0,77.53939266078314,63,2
4,1410000.0,3.0,3.0,263.356651250425,63,0
2,405000.0,1.0,1.0,72.0,63,2
4,1655000.0,2.0,2.0,221.0,63,0
3,1910000.0,1.0,1.0,127.13944963707104,63,0
3,808000.0,1.0,1.0,116.0,63,1
3,1252000.0,1.0,1.0,127.13944963707104,63,0
2,370000.0,1.0,1.0,68.0,63,2
4,1880000.0,2.0,3.0,270.0,63,0
2,896000.0,1.0,2.0,544.0,63,0
5,1802100.0,2.0,2.0,269.64813590817994,63,0
2,585000.0,1.0,1.0,67.0,63,2
2,450000.0,1.0,1.0,72.0,63,2
2,737000.0,1.0,1.0,77.53939266078314,63,2
3,860000.0,1.0,2.0,135.0,63,1
2,605000.0,1.0,1.0,70.0,63,2
2,1300000.0,1.0,1.0,77.53939266078314,63,0
4,1518000.0,3.0,2.0,275.0,63,0
2,632500.0,1.0,1.0,98.0,63,2
2,435000.0,1.0,1.0,60.0,63,2
2,468250.0,1.0,1.0,75.0,63,2
3,1716000.0,2.0,1.0,130.0,63,0
1,270000.0,1.0,1.0,27.939335684495248,63,2
1,365000.0,1.0,1.0,48.0,63,2
1,340000.0,1.0,1.0,27.939335684495248,63,2
2,722500.0,1.0,1.0,100.0,67,2
4,1600000.0,3.0,2.0,263.356651250425,67,1
5,1665000.0,2.0,2.0,269.64813590817994,67,0
1,323000.0,1.0,1.0,27.939335684495248,67,2
2,550000.0,1.0,1.0,78.0,67,2
2,638000.0,2.0,1.0,120.8479649793162,67,2
4,131000.0,1.0,2.0,155.0,67,0
3,1090000.0,1.0,2.0,127.13944963707104,67,0
3,1365000.0,1.0,0.0,127.13944963707104,69,0
3,1750000.0,2.0,2.0,313.0,69,0
2,580000.0,1.0,1.0,68.0,69,2
3,2005000.0,2.0,3.0,237.0,69,0
2,523000.0,1.0,1.0,77.53939266078314,69,2
2,420000.0,1.0,1.0,56.0,69,2
1,290000.0,1.0,1.0,43.0,69,2
2,608000.0,1.0,1.0,77.53939266078314,69,2
2,570000.0,1.0,1.0,67.0,69,2
2,520500.0,1.0,1.0,77.53939266078314,69,2
3,1400000.0,1.0,0.0,139.0,69,0
4,2830000.0,2.0,2.0,220.04807893189198,69,0
2,722000.0,2.0,2.0,120.8479649793162,69,2
2,450000.0,1.0,1.0,63.0,69,2
3,1870000.0,2.0,1.0,170.4480219556041,69,0
2,622000.0,2.0,1.0,120.8479649793162,69,2
2,536000.0,1.0,1.0,82.0,69,2
4,2625000.0,2.0,3.0,220.04807893189198,69,0
2,570000.0,1.0,2.0,77.53939266078314,69,2
2,550000.0,1.0,1.0,67.0,69,2
4,2170000.0,2.0,1.0,215.0,69,0
3,1577500.0,2.0,2.0,144.0,70,0
3,1460000.0,1.0,2.0,121.0,70,0
1,275500.0,1.0,1.0,44.0,70,2
2,1065000.0,1.0,1.0,114.0,70,0
3,1470000.0,2.0,2.0,170.4480219556041,70,0
2,1012000.0,1.0,1.0,77.53939266078314,70,0
3,599000.0,1.0,1.0,100.0,70,2
3,1160500.0,2.0,1.0,170.4480219556041,70,0
2,650000.0,1.0,1.0,77.53939266078314,70,2
3,1170000.0,1.0,1.0,120.0,70,0
3,1314000.0,1.0,2.0,127.13944963707104,70,0
4,1030000.0,2.0,2.0,165.0,70,1
2,1225000.0,1.0,2.0,99.0,70,0
3,1450000.0,2.0,1.0,120.0,70,0
4,1774500.0,2.0,2.0,256.0,70,0
2,525500.0,1.0,1.0,80.0,70,2
4,1960000.0,3.0,4.0,263.356651250425,70,0
2,825000.0,1.0,1.0,85.0,70,0
2,1262000.0,2.0,2.0,272.0,70,0
3,1110000.0,2.0,1.0,170.4480219556041,70,2
4,1410000.0,2.0,3.0,220.04807893189198,70,1
3,1303500.0,1.0,2.0,127.13944963707104,70,0
2,1115000.0,1.0,1.0,77.53939266078314,70,0
2,1340000.0,1.0,1.0,117.0,70,0
3,1200000.0,2.0,2.0,135.0,70,0
3,1570000.0,1.0,2.0,127.13944963707104,70,0
2,1001000.0,2.0,1.0,85.0,70,0
3,1330000.0,1.0,1.0,123.0,70,0
1,290000.0,1.0,1.0,27.939335684495248,70,2
4,1570000.0,2.0,2.0,215.0,70,0
4,1916000.0,2.0,2.0,205.0,70,0
2,500000.0,1.0,1.0,77.53939266078314,70,2
3,752000.0,2.0,1.0,170.4480219556041,71,1
4,1507000.0,2.0,2.0,220.04807893189198,71,0
4,890000.0,3.0,2.0,158.0,71,0
3,700000.0,2.0,1.0,94.0,71,2
3,1000000.0,1.0,2.0,127.13944963707104,71,0
3,865000.0,2.0,2.0,143.0,71,1
4,1042500.0,3.0,2.0,160.0,71,1
2,1002000.0,1.0,1.0,97.0,71,0
3,992000.0,1.0,2.0,127.13944963707104,71,0
3,650000.0,2.0,2.0,101.0,71,0
4,965000.0,3.0,2.0,182.0,71,1
3,920000.0,2.0,2.0,170.4480219556041,71,0
3,1301000.0,1.0,2.0,88.0,71,0
4,1415500.0,2.0,1.0,164.0,71,0
2,705000.0,1.0,1.0,77.53939266078314,71,0
4,1260000.0,2.0,2.0,277.0,71,0
3,1460000.0,1.0,1.0,127.13944963707104,71,0
3,1000000.0,1.0,2.0,105.0,71,0
3,845000.0,2.0,1.0,111.0,71,1
4,881000.0,2.0,1.0,137.0,71,1
3,1270000.0,2.0,0.0,170.4480219556041,79,0
2,780000.0,1.0,1.0,85.0,79,0
3,1060000.0,1.0,0.0,98.0,79,0
3,930000.0,2.0,1.0,116.0,79,1
2,1420000.0,1.0,0.0,77.53939266078314,79,0
2,1075000.0,1.0,1.0,85.0,79,0
2,1105000.0,1.0,1.0,84.0,79,0
2,1209000.0,1.0,1.0,97.0,79,0
4,3010000.0,3.0,2.0,250.0,79,0
2,1435000.0,1.0,2.0,96.0,79,0
2,1417000.0,1.0,0.0,77.53939266078314,79,0
2,1290000.0,1.0,0.0,99.0,79,0
3,1226000.0,2.0,0.0,170.4480219556041,79,0
2,495000.0,1.0,1.0,50.0,79,2
1,325000.0,1.0,1.0,27.939335684495248,79,2
3,1370000.0,2.0,1.0,135.0,79,0
2,1620000.0,1.0,2.0,77.53939266078314,79,0
3,1180000.0,3.0,1.0,213.75659427413714,79,0
2,1405000.0,1.0,0.0,77.53939266078314,79,0
2,880000.0,1.0,0.0,77.53939266078314,79,0
2,1450000.0,1.0,0.0,107.0,79,0
2,856000.0,1.0,0.0,77.53939266078314,79,0
2,885500.0,2.0,2.0,136.0,79,2
3,1680000.0,2.0,1.0,170.4480219556041,79,0
2,730000.0,1.0,1.0,77.53939266078314,79,0
3,825000.0,3.0,1.0,119.0,79,1
2,533000.0,1.0,1.0,77.53939266078314,79,2
2,1430000.0,1.0,0.0,77.53939266078314,79,0
4,1506000.0,2.0,0.0,169.0,79,0
3,1150000.0,1.0,1.0,127.13944963707104,79,0
3,1360000.0,1.0,0.0,118.0,79,0
2,640000.0,1.0,1.0,77.53939266078314,79,1
2,850000.0,1.0,1.0,93.0,80,0
3,784000.0,1.0,1.0,110.0,80,0
3,680000.0,1.0,0.0,108.0,80,0
4,1221000.0,1.0,2.0,176.73950661335894,80,0
2,807000.0,2.0,1.0,176.0,80,1
3,790000.0,1.0,2.0,127.13944963707104,80,0
4,955000.0,2.0,1.0,220.04807893189198,80,0
3,675000.0,1.0,2.0,123.0,80,0
3,1010000.0,2.0,1.0,278.0,80,0
3,1202000.0,2.0,2.0,140.0,80,0
3,1370000.0,1.0,1.0,180.0,80,0
2,550000.0,1.0,1.0,77.53939266078314,80,0
3,1000000.0,2.0,3.0,110.0,80,0
3,935500.0,1.0,2.0,127.13944963707104,80,0
8,2250000.0,2.0,4.0,418.44830683704356,80,2
4,145000.0,1.0,1.0,164.0,80,0
4,905000.0,2.0,1.0,220.04807893189198,80,0
3,860000.0,1.0,1.0,109.0,80,0
2,953000.0,1.0,1.0,101.0,80,0
2,735000.0,1.0,1.0,93.0,80,0
3,550000.0,2.0,2.0,168.0,80,1
3,1100000.0,1.0,1.0,127.13944963707104,80,0
3,947000.0,1.0,1.0,125.0,80,0
2,500000.0,1.0,1.0,74.0,80,2
3,865000.0,2.0,2.0,170.4480219556041,80,1
2,466000.0,1.0,1.0,62.0,80,2
3,740000.0,2.0,1.0,164.0,80,1
3,812000.0,1.0,1.0,130.0,80,0
3,766000.0,1.0,0.0,124.0,80,0
3,825000.0,1.0,1.0,118.0,80,0
4,1131000.0,2.0,2.0,300.0,80,0
3,1064000.0,2.0,1.0,178.0,80,0
2,610000.0,2.0,1.0,120.8479649793162,80,1
3,1210000.0,1.0,1.0,125.0,80,0
2,434000.0,1.0,1.0,80.0,80,2
2,653000.0,1.0,1.0,107.0,80,2
3,640000.0,1.0,2.0,109.0,80,1
2,820000.0,1.0,1.0,77.53939266078314,80,0
4,1250000.0,1.0,2.0,176.73950661335894,80,0
5,1335000.0,3.0,2.0,312.956708226713,80,0
6,1900000.0,2.0,2.0,319.2481928844678,80,0
3,1090000.0,1.0,1.0,127.13944963707104,80,0
3,1130000.0,1.0,2.0,127.0,80,0
4,1145000.0,2.0,2.0,220.04807893189198,80,0
2,657000.0,1.0,2.0,77.53939266078314,80,1
3,763000.0,2.0,1.0,110.0,80,0
2,903000.0,1.0,1.0,94.0,80,0
3,1000000.0,1.0,1.0,117.0,80,0
4,1742000.0,2.0,4.0,256.0,80,0
4,865000.0,1.0,1.0,125.0,80,0
2,485000.0,2.0,1.0,96.0,80,2
3,1278000.0,2.0,3.0,156.0,80,0
3,590000.0,2.0,2.0,109.0,80,1
4,1000000.0,2.0,1.0,220.04807893189198,80,0
3,590000.0,2.0,2.0,168.0,80,1
3,1030000.0,1.0,1.0,127.13944963707104,80,0
4,1136000.0,3.0,1.0,146.0,80,0
2,635000.0,1.0,1.0,95.0,80,1
3,1061000.0,1.0,1.0,127.13944963707104,80,0
4,1155000.0,1.0,2.0,176.73950661335894,80,0
4,650000.0,2.0,2.0,220.04807893189198,80,0
3,1286000.0,2.0,2.0,170.4480219556041,80,0
3,885000.0,1.0,2.0,127.13944963707104,80,0
4,1160000.0,2.0,5.0,220.04807893189198,80,0
4,1400000.0,1.0,1.0,189.0,80,0
2,470000.0,2.0,1.0,120.8479649793162,80,2
3,1260000.0,2.0,0.0,230.0,80,0
2,920000.0,1.0,0.0,77.53939266078314,80,0
3,841000.0,1.0,3.0,98.0,80,0
2,537500.0,1.0,1.0,73.0,80,2
2,1130000.0,1.0,2.0,77.53939266078314,80,0
2,598000.0,1.0,1.0,100.0,80,1
3,1120000.0,2.0,1.0,180.0,80,0
3,870000.0,1.0,1.0,100.0,80,0
3,680000.0,1.0,2.0,72.0,80,0
1,482500.0,1.0,1.0,27.939335684495248,80,0
3,825000.0,1.0,2.0,131.0,80,0
3,725000.0,1.0,0.0,131.0,80,0
4,1250000.0,3.0,1.0,249.0,80,0
2,1008000.0,1.0,3.0,89.0,80,0
2,599000.0,2.0,1.0,120.8479649793162,80,1
2,860000.0,1.0,1.0,77.53939266078314,80,0
4,990000.0,1.0,1.0,142.0,80,0
2,451000.0,1.0,1.0,72.0,80,2
2,635000.0,2.0,3.0,149.0,80,0
5,1020000.0,2.0,4.0,286.0,80,0
3,967000.0,1.0,1.0,127.13944963707104,80,0
3,1025000.0,1.0,3.0,112.0,80,0
3,700000.0,1.0,1.0,102.0,80,0
3,1130000.0,1.0,3.0,80.0,80,0
3,835000.0,1.0,2.0,127.13944963707104,80,0
4,1075000.0,1.0,4.0,187.0,80,0
3,845000.0,1.0,1.0,127.13944963707104,80,0
3,600000.0,1.0,1.0,95.0,80,1
4,1461000.0,2.0,2.0,220.04807893189198,80,0
4,1150000.0,2.0,2.0,205.0,80,0
2,515000.0,1.0,2.0,70.0,80,2
3,770000.0,1.0,2.0,127.13944963707104,80,0
2,472000.0,1.0,1.0,69.0,80,0
2,901000.0,1.0,1.0,107.0,80,0
2,642000.0,1.0,0.0,77.53939266078314,80,0
2,605000.0,1.0,1.0,13.0,80,0
3,687000.0,1.0,1.0,140.0,80,1
4,975000.0,2.0,2.0,203.0,80,0
3,985000.0,1.0,1.0,127.13944963707104,80,0
3,835000.0,1.0,1.0,127.13944963707104,80,0
3,951000.0,2.0,0.0,170.4480219556041,80,0
3,1370000.0,1.0,1.0,130.0,80,0
2,700000.0,1.0,2.0,92.0,80,0
3,810000.0,2.0,1.0,131.0,80,1
2,445000.0,1.0,1.0,77.53939266078314,80,2
4,838000.0,1.0,1.0,147.0,80,0
2,810000.0,1.0,1.0,77.53939266078314,80,0
4,1150000.0,1.0,2.0,164.0,80,0
4,931000.0,1.0,1.0,160.0,80,0
1,241000.0,1.0,1.0,62.0,80,2
4,1331000.0,2.0,2.0,220.04807893189198,80,0
1,1007000.0,2.0,0.0,1.0,80,0
2,981000.0,1.0,1.0,114.0,80,0
2,570000.0,1.0,1.0,86.0,80,1
2,500000.0,1.0,1.0,70.0,80,0
3,830000.0,2.0,0.0,170.4480219556041,80,0
3,1194500.0,1.0,2.0,127.13944963707104,80,0
2,425000.0,2.0,1.0,120.8479649793162,80,2
2,645000.0,1.0,1.0,77.53939266078314,80,0
4,895000.0,2.0,2.0,220.04807893189198,81,0
3,655000.0,1.0,0.0,98.0,81,0
3,631000.0,1.0,1.0,120.0,81,1
2,600000.0,1.0,1.0,105.0,81,1
4,820000.0,1.0,3.0,176.73950661335894,81,0
3,715000.0,2.0,2.0,120.0,81,0
3,735000.0,1.0,1.0,127.13944963707104,81,0
3,864000.0,1.0,2.0,115.0,81,0
3,700000.0,1.0,2.0,108.0,81,0
4,735000.0,2.0,2.0,220.04807893189198,81,0
2,591000.0,1.0,1.0,86.0,81,1
3,860000.0,1.0,3.0,145.0,81,0
2,765000.0,1.0,2.0,116.0,81,0
3,625000.0,1.0,2.0,138.0,81,0
2,745000.0,1.0,3.0,90.0,81,0
4,1050000.0,3.0,2.0,258.0,81,0
3,782000.0,1.0,3.0,127.13944963707104,81,0
2,935000.0,1.0,2.0,107.0,81,0
4,1009000.0,1.0,2.0,176.73950661335894,81,0
2,820000.0,1.0,4.0,120.0,81,0
3,780000.0,1.0,2.0,96.0,81,0
3,707000.0,2.0,3.0,129.0,81,0
3,772000.0,1.0,1.0,127.13944963707104,81,0
3,745000.0,1.0,3.0,127.13944963707104,81,0
2,532500.0,1.0,1.0,77.53939266078314,81,2
3,750000.0,2.0,2.0,170.4480219556041,81,0
3,815000.0,2.0,2.0,170.4480219556041,81,0
3,637000.0,1.0,4.0,97.0,81,0
4,950000.0,2.0,2.0,231.0,81,0
3,780000.0,1.0,2.0,127.13944963707104,81,0
3,860000.0,2.0,3.0,134.0,81,0
5,1172000.0,3.0,2.0,37.0,81,0
2,530000.0,1.0,1.0,77.53939266078314,81,0
2,570000.0,2.0,2.0,120.8479649793162,81,1
3,2000000.0,1.0,1.0,127.13944963707104,81,0
3,650000.0,1.0,1.0,95.0,81,0
4,792000.0,2.0,1.0,131.0,81,0
3,720000.0,1.0,2.0,105.0,81,0
3,970000.0,1.0,2.0,129.0,81,0
2,750000.0,1.0,1.0,77.53939266078314,82,1
2,890000.0,1.0,1.0,70.0,82,0
2,1260000.0,1.0,1.0,129.0,82,2
2,855000.0,1.0,1.0,122.0,82,2
3,1260000.0,1.0,0.0,127.13944963707104,82,0
2,1320000.0,2.0,1.0,120.8479649793162,82,0
2,1430000.0,1.0,0.0,77.53939266078314,82,0
3,1125000.0,2.0,2.0,151.0,82,1
3,950000.0,2.0,1.0,170.4480219556041,82,2
2,910000.0,1.0,1.0,97.0,82,2
1,452000.0,1.0,1.0,53.0,82,2
1,440000.0,1.0,1.0,27.939335684495248,82,2
1,415000.0,1.0,1.0,62.0,82,2
2,1015000.0,1.0,0.0,77.53939266078314,82,0
1,372000.0,1.0,1.0,65.0,82,2
3,1326000.0,2.0,1.0,190.0,82,2
3,910000.0,1.0,1.0,127.13944963707104,82,1
2,1230000.0,2.0,1.0,153.0,82,0
2,855000.0,1.0,0.0,80.0,82,0
1,457000.0,1.0,1.0,49.0,82,2
3,897500.0,2.0,1.0,82.0,82,1
2,865000.0,2.0,1.0,120.8479649793162,82,2
2,1265000.0,1.0,1.0,112.0,82,0
2,1260000.0,1.0,2.0,77.53939266078314,82,0
3,1075000.0,1.0,0.0,104.0,82,0
3,1470000.0,2.0,2.0,170.4480219556041,82,2
1,366000.0,1.0,1.0,44.0,82,2
1,461000.0,1.0,1.0,27.939335684495248,82,2
2,981000.0,1.0,0.0,107.0,82,0
2,683000.0,1.0,1.0,92.0,82,2
3,1470000.0,2.0,0.0,170.4480219556041,82,0
2,670000.0,1.0,0.0,77.53939266078314,82,0
1,430000.0,1.0,1.0,52.0,82,2
2,515000.0,1.0,1.0,77.53939266078314,82,2
2,1000000.0,1.0,2.0,86.0,82,0
3,887500.0,2.0,1.0,82.0,82,1
2,713500.0,2.0,1.0,88.0,82,2
3,1500000.0,2.0,2.0,159.0,82,2
2,672000.0,1.0,1.0,60.0,82,2
2,1215000.0,2.0,1.0,120.8479649793162,82,2
2,800000.0,1.0,1.0,91.0,82,2
2,1645000.0,1.0,3.0,2.0,82,2
2,450000.0,1.0,1.0,77.53939266078314,82,2
2,860000.0,2.0,1.0,114.0,82,2
4,1924500.0,4.0,2.0,306.66522356895814,103,0
2,492500.0,1.0,1.0,77.53939266078314,103,2
3,1403000.0,1.0,4.0,123.0,103,0
4,1408000.0,2.0,0.0,220.04807893189198,103,0
4,855000.0,2.0,2.0,220.04807893189198,103,1
3,1450000.0,1.0,1.0,115.0,103,0
5,1461800.0,2.0,2.0,269.64813590817994,103,0
4,1396000.0,1.0,2.0,138.0,103,0
5,1535000.0,3.0,2.0,312.956708226713,103,0
3,1125000.0,2.0,2.0,173.0,103,0
3,700000.0,2.0,2.0,119.0,103,2
4,1152000.0,2.0,2.0,176.0,103,0
4,1868000.0,2.0,2.0,218.0,103,0
3,920000.0,3.0,3.0,213.75659427413714,103,0
4,1050000.0,2.0,2.0,194.0,103,0
3,910000.0,2.0,2.0,135.0,103,2
3,1850000.0,1.0,2.0,143.0,103,0
4,1225000.0,3.0,2.0,185.0,103,0
4,1316000.0,2.0,2.0,155.0,103,0
